timestamp,service,value
1789445068,monolith,0
1789445078,monolith,0
1789445088,monolith,0
1789445098,monolith,1
1789445108,monolith,0
1789445118,monolith,0
1789445128,monolith,0
1789445138,monolith,0
1789445148,monolith,0
1789445158,monolith,1
1789445168,monolith,3
1789445178,monolith,0
1789445188,monolith,0
1789445198,monolith,4
1789445208,monolith,2
1789445218,monolith,0
1789445228,monolith,0
1789445238,monolith,0
1789445248,monolith,0
1789445258,monolith,0
1789445268,monolith,0
1789445278,monolith,0
1789445288,monolith,0
1789445298,monolith,0
1789445308,monolith,0
1789445318,monolith,0
1789445328,monolith,0
1789445338,monolith,0
1789445348,monolith,0
1789445358,monolith,0
1789445368,monolith,0
1789445378,monolith,0
1789445388,monolith,0
1789445398,monolith,0
1789445408,monolith,0
1789445418,monolith,0
1789445428,monolith,0
1789445438,monolith,0
1789445448,monolith,0
1789445458,monolith,1
1789445468,monolith,0
1789445478,monolith,0
1789445488,monolith,0
1789445498,monolith,6
1789445508,monolith,0
1789445518,monolith,0
1789445528,monolith,0
1789445538,monolith,1
1789445548,monolith,0
1789445558,monolith,5
1789445568,monolith,0
1789445578,monolith,1
1789445588,monolith,0
1789445598,monolith,1
1789445608,monolith,0
1789445618,monolith,0
1789445628,monolith,5
1789445638,monolith,0
1789445648,monolith,1
1789445658,monolith,0
1789445668,monolith,0
1789445678,monolith,0
1789445688,monolith,0
1789445698,monolith,0
1789445708,monolith,0
1789445718,monolith,7
1789445728,monolith,0
1789445738,monolith,6
1789445748,monolith,0
1789445758,monolith,6
1789445768,monolith,11
1789445778,monolith,5
1789445788,monolith,6
1789445798,monolith,0
1789445808,monolith,0
1789445818,monolith,3
1789445828,monolith,4
1789445838,monolith,5
1789445848,monolith,13
1789445858,monolith,4
1789445868,monolith,0
1789445878,monolith,4
1789445888,monolith,3
1789445898,monolith,6
1789445908,monolith,3
1789445918,monolith,0
1789445928,monolith,3
1789445938,monolith,8
1789445948,monolith,3
1789445958,monolith,0
1789445968,monolith,7
1789445978,monolith,5
1789445988,monolith,3
1789445998,monolith,0
1789446008,monolith,4
1789446018,monolith,13
1789446028,monolith,1
1789446038,monolith,13
1789446048,monolith,0
1789446058,monolith,4
1789446068,monolith,0
1789446078,monolith,0
1789446088,monolith,0
1789446098,monolith,0
